Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
292740805090099,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,247,843,3.41,2.1,3980.02,10439413.15,4113.25,10240038.05,2030.31,7439454.87,3000.98,8084505.5,NA
292740805090100,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,271,846,3.12,2.02,4671.59,49710646.11,5387.24,53486596.17,2900.64,27208679.45,4214.23,34007299.01,NA
292740805090101,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,191,665,3.48,1.5,3579.89,10197051.67,3695.99,10098110.28,1623.98,6348532.54,2824.75,7654700.35,NA
292740805090102,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,132,431,3.27,3.01,1354.51,1668598.05,1541.34,1610281.04,791.1,1181953.32,1309.16,1278169.96,NA
292740805090103,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,326,1011,3.1,2.9,1468.54,2310582.02,1574.81,2310430.41,871.48,1495437.99,1267.99,1673345.59,NA
292740805090104,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,423,1245,2.94,2.89,803.35,474187.1,851.68,461523.1,492.95,350274.95,747.35,340905.69,NA
292740805090105,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,302,942,3.12,2.52,514.38,257710.68,732.75,206866.28,337.21,190331.02,655.74,161173.56,NA
292740805090106,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,142,414,2.92,2.74,702.52,533439.73,811.04,527781.24,459.81,454617.11,732.82,524792.77,NA
292740805090107,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,225,744,3.31,1.83,6561.44,22358734.62,6803.34,21533512.05,3250.2,18762690.42,4893.48,20210850.69,NA
292740805090108,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,88,307,3.49,1.59,9094.52,57715670.02,9527.6,56321295.98,4232.93,38163971.63,6326.14,43825432.84,NA
292740805090109,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,468,1350,2.88,1.98,4610.24,13172913.65,4805.32,12792033.43,2592.68,10559969.87,3678.76,10988648.23,NA
292740805090110,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,440,1199,2.73,1.69,4306.49,15316554.31,4469,15167933.85,2477.2,11276311.29,3447.77,12349468.15,NA
292740805090111,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,230,667,2.9,1.92,5021.21,16562919.12,5297.61,16007852,3004.1,13767644.98,4301,14134202.02,NA
292740805090112,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,763,1995,2.61,1.87,4709.03,45750833.52,4962.69,46958127.54,2917.54,24839876.74,3914.9,29430240.71,NA
292740805090113,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,117,384,3.28,1.72,12132.31,520205981.7,12788.11,540118166.39,5523.75,235948154.86,8589.68,341056978.24,NA
292740805090114,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,320,1167,3.65,3.82,417.22,126094.17,478.53,115245.73,240.56,106995.05,443.45,107264.46,NA
292740805090115,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,365,1076,2.95,2.23,636.51,405128.65,764.23,388759.91,413.38,301442.26,695.43,310991.49,NA
292740805090116,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,176,642,3.65,3.18,514.03,214360.18,599.13,198758.36,278.84,146614.49,550.23,139962.08,NA
292740805090117,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,269,791,2.94,2.56,506.5,246236.81,587.28,238032.47,347.2,377638.87,548.13,486307.43,NA
292740805090118,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,448,1461,3.26,2.83,506.98,108156.89,566.4,87125.01,314.07,115299.77,533.66,78677.47,NA
292740805090119,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,273,841,3.08,2.63,504.73,150892.76,557.85,137082.07,312.09,133371.78,523.36,113040.37,NA
292740805090120,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,202,602,2.98,2.79,1135.42,1211679.76,1207.13,1201589.44,676.45,931903.47,1072.52,1053099.08,NA
292740805090121,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,317,1003,3.16,2.57,556.24,2890756.14,716.78,3612942.01,339.88,1194578.59,637.36,2052472.49,NA
292740805090122,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,421,1427,3.39,3.51,586.21,197945.99,672.47,168988.95,408.81,202253.78,628.78,172732.45,NA
292740805090123,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,241,752,3.12,2.57,822.39,616034.67,869.29,610373.07,535.49,452848.03,763.48,471629.22,NA
292740805090124,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,198,680,3.43,2.43,1047.6,1218175.75,1234.67,1204654.46,604.89,824056.82,1048.59,963659.48,NA
292740805090125,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,182,572,3.14,2.81,686.63,989293.56,811.47,1068374.08,436.42,571409.47,744.65,746072.59,NA
292740805090126,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,183,533,2.91,1.65,4721.81,17710524.96,4966.04,17412007.59,2643.46,13130976.13,3952.68,14463607.03,NA
292740805090127,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,294,950,3.23,2.1,1592.19,2461158.58,1720.97,2438511.88,913.81,1822613.01,1419.61,2113944.07,NA
292740805090128,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,334,1106,3.31,3.69,578.64,343078.6,734.85,320820.23,373.97,306040.43,662.52,351093.25,NA
292740805090129,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,255,804,3.15,3.46,753.53,597413.1,842.76,592936.84,451.75,389603.53,730.09,426525.28,NA
292740805090130,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,331,1045,3.16,3.03,467.79,148903.45,563.05,125505.34,290.64,131601.04,528.98,113405.53,NA
292740805090131,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,261,879,3.37,2.72,517.46,90020.79,574.71,66979.32,314.23,98452.58,521.06,55383.99,NA
292740805090132,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,167,590,3.53,2.77,2697.37,40906317.94,2797.89,42157295.12,1401.65,23569582.35,2098.47,33854154.11,NA
292740805090133,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,69,240,3.48,3.69,2149.35,5806724.94,2213.51,5838516.68,1080.77,3039789.58,1735.55,3750206.87,NA
292740805090134,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,154,433,2.81,3.19,1227.75,1558410.36,1370.1,1543959.42,788.43,1033072.13,1145.78,1092069.57,NA
292740805090135,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,142,460,3.24,3.01,1616.08,3170429.43,1765.26,3199975.25,872,2006234.17,1384.55,2477623.77,NA
292740805090136,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,224,702,3.13,2.96,1880.38,5732195.19,2005.74,5863530.36,1043.1,3227944.34,1543.79,4006227.81,NA
292740805090137,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,151,497,3.29,2.37,4485.28,100792686.15,4576.2,102430791.75,2201.79,36908166.31,3054.74,48635618.32,NA
292740805090138,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,130,410,3.15,1.54,2374.48,3218297.77,2638.32,2876897.2,1397.33,2352132.49,1923.2,2225522.52,NA
292740805090139,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,118,330,2.8,2.16,1266.47,2185915.12,1409.85,2231672.51,764.71,1225669.81,1139.57,1400163.5,NA
292740805090140,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,104,317,3.05,2.42,2338.71,3113738.27,2361.42,3090121.25,1305.98,2471745.82,1844.46,2497809.52,NA
292740805090142,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,122,341,2.8,2.48,443.19,94831.15,575.2,46631.45,290.28,92382.41,532.17,40302.92,NA
292740805090143,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,343,1103,3.22,2.84,1075.1,5278321.99,1284.88,6041359.1,765.29,3208425.83,1199.95,4511231.71,NA
292740805090144,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,246,812,3.3,3.37,737.2,460112.61,816.9,444679.92,508.46,462441.01,774.37,498453.85,NA
292740805090145,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,242,773,3.19,2.79,528.07,273837.12,690.77,245667.41,324.54,190407.4,618.68,180975.34,NA
292740805090146,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,101,241,2.39,0.86,2193.69,2470085.67,2408.29,2191879.75,2041.96,2940608.58,2408.78,2583130.81,NA
292740805090147,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,106,363,3.42,5.35,409.23,172645.74,628.67,126601.81,269.2,127067.17,585.91,90727.19,NA
292740805090148,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,188,580,3.09,2.86,659.08,244643.83,700.04,231097.7,403.94,208998.48,643.42,178720.79,NA
292740805090149,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,216,648,3,2.96,574.19,392750.91,610.96,395450.62,337.24,228175.17,545.91,255527.14,NA
292740805090150,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,115,349,3.03,2.24,561.57,271246.65,609.25,265170.85,331.59,179718.89,547.21,178586.97,NA
292740805090151,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,319,1077,3.38,4.11,481.58,194423.81,602.45,170308.82,316.56,150235.18,556.08,130676.53,NA
292740805090152,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,435,1333,3.06,2.67,537.31,158393.58,605.52,137144.44,340.92,144781.88,560.12,115049.28,NA
292740805090153,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,197,700,3.55,3.64,340.61,108212.65,475.89,86659.25,198.77,76487.19,429.31,66187.77,NA
292740805090154,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,194,666,3.43,2.75,523.29,119768.7,611.56,85785.69,293.69,113150.83,531.62,78220.99,NA
292740805090155,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,282,906,3.21,3.04,477.8,134124.52,585.83,101019.78,304.76,268310.73,585.71,351321.38,NA
292740805090156,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,163,509,3.12,2.11,557.25,59617.88,593.67,41775.29,315.38,95499.19,527.65,47585.74,NA
292740805090157,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,179,603,3.37,3.76,362.43,114902.16,480.56,95441.79,277.71,104053.29,493.13,78443.24,NA
292740805090158,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,193,683,3.54,3.07,463.84,93181.61,520.47,74977.53,253.74,94625.46,475.76,71714.9,NA
292740805090159,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,120,379,3.16,3.36,493.93,156441.53,598.7,126597.99,277.53,123509.48,549.85,94786.74,NA
292740805090160,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,139,395,2.84,2.77,465.42,124851.29,572.5,91979.36,305.94,114299.79,544.25,73416.32,NA
292740805090161,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,146,439,3.01,2.32,414.7,94500.76,517.49,64475.65,279.71,96134.68,499.09,61876.79,NA
292740805090162,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,230,743,3.23,4.15,453.07,192528.58,643.25,150751.82,271.63,137316.02,588.85,110788.13,NA
292740805090163,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,189,638,3.38,3.14,556.38,527997.95,701.03,564108.3,390.77,295857.9,634.71,325805.35,NA
292740805090164,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,175,567,3.24,4.42,398.55,185337.01,567.05,168005.36,250.15,129868.07,531.01,126522.77,NA
292740805090165,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,417,1332,3.19,2.57,1986.35,7451519.35,2208.83,7795605.54,1115.88,3867858.33,1758.8,4967041.23,NA
292740805090166,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,198,610,3.08,2.02,730.81,442951.14,812.93,425872.43,462.09,339321.2,702.48,346998.12,NA
292740805090167,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,322,1027,3.19,2.87,765.89,451414.85,838.83,433158.94,450.9,338436.51,733.55,343260.99,NA
292740805090168,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,122,327,2.68,1.72,4070.1,23394455.87,4473.44,23913166.79,2446.72,13946334.36,3385.19,16128689.38,NA
292740805090169,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,638,1968,3.08,1.66,3834.59,14857334.41,4547.34,14376917.18,2706.67,11329626.71,3853.11,11711375.15,NA
292740805090170,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,131,457,3.49,1.97,4529.16,11614876.98,4746.56,11136664.68,2316.37,8882769.91,3499.92,9280532.5,NA
292740805090171,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,192,547,2.85,2.84,939.88,545405.84,975.44,531277.11,581.31,458046.55,866.51,435572.29,NA
292740805090172,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,389,1245,3.2,2.85,1202.75,6059483.43,1321.67,6502668.82,662.47,2733478.72,1079.43,4005805.22,NA
292740805090173,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,247,768,3.11,2.98,567.28,464626.35,680.18,480381.81,394.48,289435.97,613.21,315857.06,NA
292740805090174,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,593,1785,3.01,2.11,969.13,1464338.22,1018.96,1488900.12,603.61,822306.42,879.18,955573.43,NA
292740805090175,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,450,1476,3.28,2.48,1492.93,4405459.25,1646.62,4606396.35,852.38,2401065.87,1395.6,3174154.22,NA
292740805090176,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,295,906,3.07,2.6,606.19,268224.84,662.32,255839.12,408.65,340231.07,626.76,385213.39,NA
292740805090177,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,1,230,709,3.08,2.88,652.14,376651.59,728.12,365156.41,464.8,641695.93,699.57,801986.18,NA
292740805090178,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,268,843,3.15,2.41,1730.33,2930132.94,1818.55,2919049.47,989.76,1927164.64,1518.98,2154198.31,NA
292740805090179,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,379,1195,3.15,2.43,1083.17,1351594.34,1143.51,1357905.91,657.27,801498.6,923.55,880389.28,NA
292740805090180,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,202,679,3.36,1.89,2497.25,7786435.04,2600.23,7840030.86,1253.52,4106345.72,1886.48,4987955.65,NA
292740805090181,2,Região Nordeste,29,Bahia,2905,Metropolitana de Salvador,29021,Salvador,15,RM Salvador,2927408,SALVADOR,292740805,SALVADOR,29274080509,ITAPOÃ,2927408000,SALVADOR (todos os setores),1,0,167,479,2.87,1.86,933.88,873722.84,1032.83,864035.29,623.31,599387.31,877.33,620872.89,NA
